0x0080 128  €
0x0081 129  �
0x2733 10035 EIGHT_SPOKED_ASTERISK ✳
0x2734 10036 EIGHT_POINTED_BLACK_STAR ✴
0x2735 10037 EIGHT_POINTED_PINWHEEL_STAR ✵
0x2736 10038 SIX_POINTED_BLACK_STAR ✶
0x2737 10039 EIGHT_POINTED_RECTILINEAR_BLACK_STAR ✷
0x2738 10040 HEAVY_EIGHT_POINTED_RECTILINEAR_BLACK_STAR ✸
0x2739 10041 TWELVE_POINTED_BLACK_STAR ✹
0x273A 10042 SIXTEEN_POINTED_ASTERISK ✺
0x273B 10043 TEARDROP-SPOKED_ASTERISK ✻
0x273C 10044 OPEN_CENTRE_TEARDROP-SPOKED_ASTERISK ✼
0x273D 10045 HEAVY_TEARDROP-SPOKED_ASTERISK ✽
0x273E 10046 SIX_PETALLED_BLACK_AND_WHITE_FLORETTE ✾
0x273F 10047 BLACK_FLORETTE ✿
0x2740 10048 WHITE_FLORETTE ❀
0x2741 10049 EIGHT_PETALLED_OUTLINED_BLACK_FLORETTE ❁
0x2742 10050 CIRCLED_OPEN_CENTRE_EIGHT_POINTED_STAR ❂
0x2743 10051 HEAVY_TEARDROP-SPOKED_PINWHEEL_ASTERISK ❃
0x2744 10052 SNOWFLAKE ❄
0x2745 10053 TIGHT_TRIFOLIATE_SNOWFLAKE ❅
0x2746 10054 HEAVY_CHEVRON_SNOWFLAKE ❆
0x2747 10055 SPARKLE ❇
0x2748 10056 HEAVY_SPARKLE ❈
0x2749 10057 BALLOON-SPOKED_ASTERISK ❉
0x274A 10058 EIGHT_TEARDROP-SPOKED_PROPELLER_ASTERISK ❊
0x274B 10059 HEAVY_EIGHT_TEARDROP-SPOKED_PROPELLER_ASTERISK ❋
0x274D 10061 SHADOWED_WHITE_CIRCLE ❍
0x274F 10063 LOWER_RIGHT_DROP-SHADOWED_WHITE_SQUARE ❏
0x2750 10064 UPPER_RIGHT_DROP-SHADOWED_WHITE_SQUARE ❐
0x2751 10065 LOWER_RIGHT_SHADOWED_WHITE_SQUARE ❑
0x2752 10066 UPPER_RIGHT_SHADOWED_WHITE_SQUARE ❒
0x2756 10070 BLACK_DIAMOND_MINUS_WHITE_X ❖
0x2758 10072 LIGHT_VERTICAL_BAR ❘
0x2759 10073 MEDIUM_VERTICAL_BAR ❙
0x275A 10074 HEAVY_VERTICAL_BAR ❚
0x275B 10075 HEAVY_SINGLE_TURNED_COMMA_QUOTATION_MARK_ORNAMENT ❛
0x275C 10076 HEAVY_SINGLE_COMMA_QUOTATION_MARK_ORNAMENT ❜
0x275D 10077 HEAVY_DOUBLE_TURNED_COMMA_QUOTATION_MARK_ORNAMENT ❝
0x275E 10078 HEAVY_DOUBLE_COMMA_QUOTATION_MARK_ORNAMENT ❞
0x2761 10081 CURVED_STEM_PARAGRAPH_SIGN_ORNAMENT ❡
0x2762 10082 HEAVY_EXCLAMATION_MARK_ORNAMENT ❢
0x2763 10083 HEAVY_HEART_EXCLAMATION_MARK_ORNAMENT ❣
0x2764 10084 HEAVY_BLACK_HEART ❤
0x2765 10085 ROTATED_HEAVY_BLACK_HEART_BULLET ❥
0x2766 10086 FLORAL_HEART ❦
0x2767 10087 ROTATED_FLORAL_HEART_BULLET ❧
0x2776 10102 DINGBAT_NEGATIVE_CIRCLED_DIGIT_ONE ❶
0x2777 10103 DINGBAT_NEGATIVE_CIRCLED_DIGIT_TWO ❷
0x2778 10104 DINGBAT_NEGATIVE_CIRCLED_DIGIT_THREE ❸
0x2779 10105 DINGBAT_NEGATIVE_CIRCLED_DIGIT_FOUR ❹
0x277A 10106 DINGBAT_NEGATIVE_CIRCLED_DIGIT_FIVE ❺
0x277B 10107 DINGBAT_NEGATIVE_CIRCLED_DIGIT_SIX ❻
0x277C 10108 DINGBAT_NEGATIVE_CIRCLED_DIGIT_SEVEN ❼
0x277D 10109 DINGBAT_NEGATIVE_CIRCLED_DIGIT_EIGHT ❽
0x277E 10110 DINGBAT_NEGATIVE_CIRCLED_DIGIT_NINE ❾
0x277F 10111 DINGBAT_NEGATIVE_CIRCLED_NUMBER_TEN ❿
0x2780 10112 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_ONE ➀
0x2781 10113 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_TWO ➁
0x2782 10114 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_THREE ➂
0x2783 10115 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_FOUR ➃
0x2784 10116 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_FIVE ➄
0x2785 10117 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_SIX ➅
0x2786 10118 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_SEVEN ➆
0x2787 10119 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_EIGHT ➇
0x2788 10120 DINGBAT_CIRCLED_SANS-SERIF_DIGIT_NINE ➈
0x2789 10121 DINGBAT_CIRCLED_SANS-SERIF_NUMBER_TEN ➉
0x278A 10122 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_ONE ➊
0x278B 10123 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_TWO ➋
0x278C 10124 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_THREE ➌
0x278D 10125 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_FOUR ➍
0x278E 10126 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_FIVE ➎
0x278F 10127 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_SIX ➏
0x2790 10128 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_SEVEN ➐
0x2791 10129 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_EIGHT ➑
0x2792 10130 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_DIGIT_NINE ➒
0x2793 10131 DINGBAT_NEGATIVE_CIRCLED_SANS-SERIF_NUMBER_TEN ➓
0x2794 10132 HEAVY_WIDE-HEADED_RIGHTWARDS_ARROW ➔
0x2798 10136 HEAVY_SOUTH_EAST_ARROW ➘
0x2799 10137 HEAVY_RIGHTWARDS_ARROW ➙
0x279A 10138 HEAVY_NORTH_EAST_ARROW ➚
0x279B 10139 DRAFTING_POINT_RIGHTWARDS_ARROW ➛
0x279C 10140 HEAVY_ROUND-TIPPED_RIGHTWARDS_ARROW ➜
0x279D 10141 TRIANGLE-HEADED_RIGHTWARDS_ARROW ➝
0x279E 10142 HEAVY_TRIANGLE-HEADED_RIGHTWARDS_ARROW ➞
0x279F 10143 DASHED_TRIANGLE-HEADED_RIGHTWARDS_ARROW ➟
0x27A0 10144 HEAVY_DASHED_TRIANGLE-HEADED_RIGHTWARDS_ARROW ➠
0x27A1 10145 BLACK_RIGHTWARDS_ARROW ➡
0x27A2 10146 THREE-D_TOP-LIGHTED_RIGHTWARDS_ARROWHEAD ➢
0x27A3 10147 THREE-D_BOTTOM-LIGHTED_RIGHTWARDS_ARROWHEAD ➣
0x27A4 10148 BLACK_RIGHTWARDS_ARROWHEAD ➤
0x27A5 10149 HEAVY_BLACK_CURVED_DOWNWARDS_AND_RIGHTWARDS_ARROW ➥
0x27A6 10150 HEAVY_BLACK_CURVED_UPWARDS_AND_RIGHTWARDS_ARROW ➦
0x27A7 10151 SQUAT_BLACK_RIGHTWARDS_ARROW ➧
0x27A8 10152 HEAVY_CONCAVE-POINTED_BLACK_RIGHTWARDS_ARROW ➨
0x27A9 10153 RIGHT-SHADED_WHITE_RIGHTWARDS_ARROW ➩
0x27AA 10154 LEFT-SHADED_WHITE_RIGHTWARDS_ARROW ➪
0x27AB 10155 BACK-TILTED_SHADOWED_WHITE_RIGHTWARDS_ARROW ➫
0x27AC 10156 FRONT-TILTED_SHADOWED_WHITE_RIGHTWARDS_ARROW ➬
0x27AD 10157 HEAVY_LOWER_RIGHT-SHADOWED_WHITE_RIGHTWARDS_ARROW ➭
0x27AE 10158 HEAVY_UPPER_RIGHT-SHADOWED_WHITE_RIGHTWARDS_ARROW ➮
0x27AF 10159 NOTCHED_LOWER_RIGHT-SHADOWED_WHITE_RIGHTWARDS_ARROW ➯
0x27B1 10161 NOTCHED_UPPER_RIGHT-SHADOWED_WHITE_RIGHTWARDS_ARROW ➱
0x27B2 10162 CIRCLED_HEAVY_WHITE_RIGHTWARDS_ARROW ➲
0x27B3 10163 WHITE-FEATHERED_RIGHTWARDS_ARROW ➳
0x27B4 10164 BLACK-FEATHERED_SOUTH_EAST_ARROW ➴
0x27B5 10165 BLACK-FEATHERED_RIGHTWARDS_ARROW ➵
0x27B6 10166 BLACK-FEATHERED_NORTH_EAST_ARROW ➶
0x27B7 10167 HEAVY_BLACK-FEATHERED_SOUTH_EAST_ARROW ➷
0x27B8 10168 HEAVY_BLACK-FEATHERED_RIGHTWARDS_ARROW ➸
0x27B9 10169 HEAVY_BLACK-FEATHERED_NORTH_EAST_ARROW ➹
0x27BA 10170 TEARDROP-BARBED_RIGHTWARDS_ARROW ➺
0x27BB 10171 HEAVY_TEARDROP-SHANKED_RIGHTWARDS_ARROW ➻
0x27BC 10172 WEDGE-TAILED_RIGHTWARDS_ARROW ➼
0x27BD 10173 HEAVY_WEDGE-TAILED_RIGHTWARDS_ARROW ➽
0x27BE 10174 OPEN-OUTLINED_RIGHTWARDS_ARROW ➾
0x2800 10240 BRAILLE_PATTERN_BLANK ⠀
0x2801 10241 BRAILLE_PATTERN_DOTS-1 ⠁
0x2802 10242 BRAILLE_PATTERN_DOTS-2 ⠂
0x2803 10243 BRAILLE_PATTERN_DOTS-12 ⠃
0x2804 10244 BRAILLE_PATTERN_DOTS-3 ⠄
0x2805 10245 BRAILLE_PATTERN_DOTS-13 ⠅
0x2806 10246 BRAILLE_PATTERN_DOTS-23 ⠆
0x2807 10247 BRAILLE_PATTERN_DOTS-123 ⠇
0x2808 10248 BRAILLE_PATTERN_DOTS-4 ⠈
0x2809 10249 BRAILLE_PATTERN_DOTS-14 ⠉
0x280A 10250 BRAILLE_PATTERN_DOTS-24 ⠊
0x280B 10251 BRAILLE_PATTERN_DOTS-124 ⠋
0x280C 10252 BRAILLE_PATTERN_DOTS-34 ⠌
0x280D 10253 BRAILLE_PATTERN_DOTS-134 ⠍
0x280E 10254 BRAILLE_PATTERN_DOTS-234 ⠎
0x280F 10255 BRAILLE_PATTERN_DOTS-1234 ⠏
0x2810 10256 BRAILLE_PATTERN_DOTS-5 ⠐
0x2811 10257 BRAILLE_PATTERN_DOTS-15 ⠑
0x2812 10258 BRAILLE_PATTERN_DOTS-25 ⠒
0x2813 10259 BRAILLE_PATTERN_DOTS-125 ⠓
0x2814 10260 BRAILLE_PATTERN_DOTS-35 ⠔
0x2815 10261 BRAILLE_PATTERN_DOTS-135 ⠕
0x2816 10262 BRAILLE_PATTERN_DOTS-235 ⠖
0x2817 10263 BRAILLE_PATTERN_DOTS-1235 ⠗
0x2818 10264 BRAILLE_PATTERN_DOTS-45 ⠘
0x2819 10265 BRAILLE_PATTERN_DOTS-145 ⠙
0x281A 10266 BRAILLE_PATTERN_DOTS-245 ⠚
0x281B 10267 BRAILLE_PATTERN_DOTS-1245 ⠛
0x281C 10268 BRAILLE_PATTERN_DOTS-345 ⠜
0x281D 10269 BRAILLE_PATTERN_DOTS-1345 ⠝
0x281E 10270 BRAILLE_PATTERN_DOTS-2345 ⠞
0x281F 10271 BRAILLE_PATTERN_DOTS-12345 ⠟
0x2820 10272 BRAILLE_PATTERN_DOTS-6 ⠠
0x2821 10273 BRAILLE_PATTERN_DOTS-16 ⠡
0x2822 10274 BRAILLE_PATTERN_DOTS-26 ⠢
0x2823 10275 BRAILLE_PATTERN_DOTS-126 ⠣
0x2824 10276 BRAILLE_PATTERN_DOTS-36 ⠤
0x2825 10277 BRAILLE_PATTERN_DOTS-136 ⠥
0x2826 10278 BRAILLE_PATTERN_DOTS-236 ⠦
0x2827 10279 BRAILLE_PATTERN_DOTS-1236 ⠧
0x2828 10280 BRAILLE_PATTERN_DOTS-46 ⠨
0x2829 10281 BRAILLE_PATTERN_DOTS-146 ⠩
0x282A 10282 BRAILLE_PATTERN_DOTS-246 ⠪
0x282B 10283 BRAILLE_PATTERN_DOTS-1246 ⠫
0x282C 10284 BRAILLE_PATTERN_DOTS-346 ⠬
0x282D 10285 BRAILLE_PATTERN_DOTS-1346 ⠭
0x282E 10286 BRAILLE_PATTERN_DOTS-2346 ⠮
0x282F 10287 BRAILLE_PATTERN_DOTS-12346 ⠯
0x2830 10288 BRAILLE_PATTERN_DOTS-56 ⠰
0x2831 10289 BRAILLE_PATTERN_DOTS-156 ⠱
0x2832 10290 BRAILLE_PATTERN_DOTS-256 ⠲
0x2833 10291 BRAILLE_PATTERN_DOTS-1256 ⠳
0x2834 10292 BRAILLE_PATTERN_DOTS-356 ⠴
0x2835 10293 BRAILLE_PATTERN_DOTS-1356 ⠵
0x2836 10294 BRAILLE_PATTERN_DOTS-2356 ⠶
0x2837 10295 BRAILLE_PATTERN_DOTS-12356 ⠷
0x2838 10296 BRAILLE_PATTERN_DOTS-456 ⠸
0x2839 10297 BRAILLE_PATTERN_DOTS-1456 ⠹
0x283A 10298 BRAILLE_PATTERN_DOTS-2456 ⠺
0x283B 10299 BRAILLE_PATTERN_DOTS-12456 ⠻
0x283C 10300 BRAILLE_PATTERN_DOTS-3456 ⠼
0x283D 10301 BRAILLE_PATTERN_DOTS-13456 ⠽
0x283E 10302 BRAILLE_PATTERN_DOTS-23456 ⠾
0x283F 10303 BRAILLE_PATTERN_DOTS-123456 ⠿
0x2840 10304 BRAILLE_PATTERN_DOTS-7 ⡀
0x2841 10305 BRAILLE_PATTERN_DOTS-17 ⡁
0x2842 10306 BRAILLE_PATTERN_DOTS-27 ⡂
0x2843 10307 BRAILLE_PATTERN_DOTS-127 ⡃
0x2844 10308 BRAILLE_PATTERN_DOTS-37 ⡄
0x2845 10309 BRAILLE_PATTERN_DOTS-137 ⡅
0x2846 10310 BRAILLE_PATTERN_DOTS-237 ⡆
0x2847 10311 BRAILLE_PATTERN_DOTS-1237 ⡇
0x2848 10312 BRAILLE_PATTERN_DOTS-47 ⡈
0x2849 10313 BRAILLE_PATTERN_DOTS-147 ⡉
0x284A 10314 BRAILLE_PATTERN_DOTS-247 ⡊
0x284B 10315 BRAILLE_PATTERN_DOTS-1247 ⡋
0x284C 10316 BRAILLE_PATTERN_DOTS-347 ⡌
0x284D 10317 BRAILLE_PATTERN_DOTS-1347 ⡍
0x284E 10318 BRAILLE_PATTERN_DOTS-2347 ⡎
0x284F 10319 BRAILLE_PATTERN_DOTS-12347 ⡏
0x2850 10320 BRAILLE_PATTERN_DOTS-57 ⡐
0x2851 10321 BRAILLE_PATTERN_DOTS-157 ⡑
0x2852 10322 BRAILLE_PATTERN_DOTS-257 ⡒
0x2853 10323 BRAILLE_PATTERN_DOTS-1257 ⡓
0x2854 10324 BRAILLE_PATTERN_DOTS-357 ⡔
0x2855 10325 BRAILLE_PATTERN_DOTS-1357 ⡕
0x2856 10326 BRAILLE_PATTERN_DOTS-2357 ⡖
0x2857 10327 BRAILLE_PATTERN_DOTS-12357 ⡗
0x2858 10328 BRAILLE_PATTERN_DOTS-457 ⡘
0x2859 10329 BRAILLE_PATTERN_DOTS-1457 ⡙
0x285A 10330 BRAILLE_PATTERN_DOTS-2457 ⡚
0x285B 10331 BRAILLE_PATTERN_DOTS-12457 ⡛
0x285C 10332 BRAILLE_PATTERN_DOTS-3457 ⡜
0x285D 10333 BRAILLE_PATTERN_DOTS-13457 ⡝
0x285E 10334 BRAILLE_PATTERN_DOTS-23457 ⡞
0x285F 10335 BRAILLE_PATTERN_DOTS-123457 ⡟
0x2860 10336 BRAILLE_PATTERN_DOTS-67 ⡠
0x2861 10337 BRAILLE_PATTERN_DOTS-167 ⡡
0x2862 10338 BRAILLE_PATTERN_DOTS-267 ⡢
0x2863 10339 BRAILLE_PATTERN_DOTS-1267 ⡣
0x2864 10340 BRAILLE_PATTERN_DOTS-367 ⡤
0x2865 10341 BRAILLE_PATTERN_DOTS-1367 ⡥
0x2866 10342 BRAILLE_PATTERN_DOTS-2367 ⡦
0x2867 10343 BRAILLE_PATTERN_DOTS-12367 ⡧
0x2868 10344 BRAILLE_PATTERN_DOTS-467 ⡨
0x2869 10345 BRAILLE_PATTERN_DOTS-1467 ⡩
0x286A 10346 BRAILLE_PATTERN_DOTS-2467 ⡪
0x286B 10347 BRAILLE_PATTERN_DOTS-12467 ⡫
0x286C 10348 BRAILLE_PATTERN_DOTS-3467 ⡬
0x286D 10349 BRAILLE_PATTERN_DOTS-13467 ⡭
0x286E 10350 BRAILLE_PATTERN_DOTS-23467 ⡮
0x286F 10351 BRAILLE_PATTERN_DOTS-123467 ⡯
0x2870 10352 BRAILLE_PATTERN_DOTS-567 ⡰
0x2871 10353 BRAILLE_PATTERN_DOTS-1567 ⡱
0x2872 10354 BRAILLE_PATTERN_DOTS-2567 ⡲
0x2873 10355 BRAILLE_PATTERN_DOTS-12567 ⡳
0x2874 10356 BRAILLE_PATTERN_DOTS-3567 ⡴
0x2875 10357 BRAILLE_PATTERN_DOTS-13567 ⡵
0x2876 10358 BRAILLE_PATTERN_DOTS-23567 ⡶
0x2877 10359 BRAILLE_PATTERN_DOTS-123567 ⡷
0x2878 10360 BRAILLE_PATTERN_DOTS-4567 ⡸
0x2879 10361 BRAILLE_PATTERN_DOTS-14567 ⡹
0x287A 10362 BRAILLE_PATTERN_DOTS-24567 ⡺
0x287B 10363 BRAILLE_PATTERN_DOTS-124567 ⡻
0x287C 10364 BRAILLE_PATTERN_DOTS-34567 ⡼
0x287D 10365 BRAILLE_PATTERN_DOTS-134567 ⡽
0x287E 10366 BRAILLE_PATTERN_DOTS-234567 ⡾
0x287F 10367 BRAILLE_PATTERN_DOTS-1234567 ⡿
0x2880 10368 BRAILLE_PATTERN_DOTS-8 ⢀
0x2881 10369 BRAILLE_PATTERN_DOTS-18 ⢁
0x2882 10370 BRAILLE_PATTERN_DOTS-28 ⢂
0x2883 10371 BRAILLE_PATTERN_DOTS-128 ⢃
0x2884 10372 BRAILLE_PATTERN_DOTS-38 ⢄
0x2885 10373 BRAILLE_PATTERN_DOTS-138 ⢅
0x2886 10374 BRAILLE_PATTERN_DOTS-238 ⢆
0x2887 10375 BRAILLE_PATTERN_DOTS-1238 ⢇
0x2888 10376 BRAILLE_PATTERN_DOTS-48 ⢈
0x2889 10377 BRAILLE_PATTERN_DOTS-148 ⢉
0x288A 10378 BRAILLE_PATTERN_DOTS-248 ⢊
0x288B 10379 BRAILLE_PATTERN_DOTS-1248 ⢋
0x288C 10380 BRAILLE_PATTERN_DOTS-348 ⢌
0x288D 10381 BRAILLE_PATTERN_DOTS-1348 ⢍
0x288E 10382 BRAILLE_PATTERN_DOTS-2348 ⢎
0x288F 10383 BRAILLE_PATTERN_DOTS-12348 ⢏
0x2890 10384 BRAILLE_PATTERN_DOTS-58 ⢐
0x2891 10385 BRAILLE_PATTERN_DOTS-158 ⢑
0x2892 10386 BRAILLE_PATTERN_DOTS-258 ⢒
0x2893 10387 BRAILLE_PATTERN_DOTS-1258 ⢓
0x2894 10388 BRAILLE_PATTERN_DOTS-358 ⢔
0x2895 10389 BRAILLE_PATTERN_DOTS-1358 ⢕
0x2896 10390 BRAILLE_PATTERN_DOTS-2358 ⢖
0x2897 10391 BRAILLE_PATTERN_DOTS-12358 ⢗
0x2898 10392 BRAILLE_PATTERN_DOTS-458 ⢘
0x2899 10393 BRAILLE_PATTERN_DOTS-1458 ⢙
0x289A 10394 BRAILLE_PATTERN_DOTS-2458 ⢚
0x289B 10395 BRAILLE_PATTERN_DOTS-12458 ⢛
0x289C 10396 BRAILLE_PATTERN_DOTS-3458 ⢜
0x289D 10397 BRAILLE_PATTERN_DOTS-13458 ⢝
0x289E 10398 BRAILLE_PATTERN_DOTS-23458 ⢞
0x289F 10399 BRAILLE_PATTERN_DOTS-123458 ⢟
0x28A0 10400 BRAILLE_PATTERN_DOTS-68 ⢠
0x28A1 10401 BRAILLE_PATTERN_DOTS-168 ⢡
0x28A2 10402 BRAILLE_PATTERN_DOTS-268 ⢢
0x28A3 10403 BRAILLE_PATTERN_DOTS-1268 ⢣
0x28A4 10404 BRAILLE_PATTERN_DOTS-368 ⢤
0x28A5 10405 BRAILLE_PATTERN_DOTS-1368 ⢥
0x28A6 10406 BRAILLE_PATTERN_DOTS-2368 ⢦
0x28A7 10407 BRAILLE_PATTERN_DOTS-12368 ⢧
0x28A8 10408 BRAILLE_PATTERN_DOTS-468 ⢨
0x28A9 10409 BRAILLE_PATTERN_DOTS-1468 ⢩
0x28AA 10410 BRAILLE_PATTERN_DOTS-2468 ⢪
0x28AB 10411 BRAILLE_PATTERN_DOTS-12468 ⢫
0x28AC 10412 BRAILLE_PATTERN_DOTS-3468 ⢬
0x28AD 10413 BRAILLE_PATTERN_DOTS-13468 ⢭
0x28AE 10414 BRAILLE_PATTERN_DOTS-23468 ⢮
0x28AF 10415 BRAILLE_PATTERN_DOTS-123468 ⢯
0x28B0 10416 BRAILLE_PATTERN_DOTS-568 ⢰
0x28B1 10417 BRAILLE_PATTERN_DOTS-1568 ⢱
0x28B2 10418 BRAILLE_PATTERN_DOTS-2568 ⢲
0x28B3 10419 BRAILLE_PATTERN_DOTS-12568 ⢳
0x28B4 10420 BRAILLE_PATTERN_DOTS-3568 ⢴
0x28B5 10421 BRAILLE_PATTERN_DOTS-13568 ⢵
0x28B6 10422 BRAILLE_PATTERN_DOTS-23568 ⢶
0x28B7 10423 BRAILLE_PATTERN_DOTS-123568 ⢷
0x28B8 10424 BRAILLE_PATTERN_DOTS-4568 ⢸
0x28B9 10425 BRAILLE_PATTERN_DOTS-14568 ⢹
0x28BA 10426 BRAILLE_PATTERN_DOTS-24568 ⢺
0x28BB 10427 BRAILLE_PATTERN_DOTS-124568 ⢻
0x28BC 10428 BRAILLE_PATTERN_DOTS-34568 ⢼
0x28BD 10429 BRAILLE_PATTERN_DOTS-134568 ⢽
0x28BE 10430 BRAILLE_PATTERN_DOTS-234568 ⢾
0x28BF 10431 BRAILLE_PATTERN_DOTS-1234568 ⢿
0x28C0 10432 BRAILLE_PATTERN_DOTS-78 ⣀
0x28C1 10433 BRAILLE_PATTERN_DOTS-178 ⣁
0x28C2 10434 BRAILLE_PATTERN_DOTS-278 ⣂
0x28C3 10435 BRAILLE_PATTERN_DOTS-1278 ⣃
0x28C4 10436 BRAILLE_PATTERN_DOTS-378 ⣄
0x28C5 10437 BRAILLE_PATTERN_DOTS-1378 ⣅
0x28C6 10438 BRAILLE_PATTERN_DOTS-2378 ⣆
0x28C7 10439 BRAILLE_PATTERN_DOTS-12378 ⣇
0x28C8 10440 BRAILLE_PATTERN_DOTS-478 ⣈
0x28C9 10441 BRAILLE_PATTERN_DOTS-1478 ⣉
0x28CA 10442 BRAILLE_PATTERN_DOTS-2478 ⣊
0x28CB 10443 BRAILLE_PATTERN_DOTS-12478 ⣋
0x28CC 10444 BRAILLE_PATTERN_DOTS-3478 ⣌
0x28CD 10445 BRAILLE_PATTERN_DOTS-13478 ⣍
0x28CE 10446 BRAILLE_PATTERN_DOTS-23478 ⣎
0x28CF 10447 BRAILLE_PATTERN_DOTS-123478 ⣏
0x28D0 10448 BRAILLE_PATTERN_DOTS-578 ⣐
0x28D1 10449 BRAILLE_PATTERN_DOTS-1578 ⣑
0x28D2 10450 BRAILLE_PATTERN_DOTS-2578 ⣒
0x28D3 10451 BRAILLE_PATTERN_DOTS-12578 ⣓
0x28D4 10452 BRAILLE_PATTERN_DOTS-3578 ⣔
0x28D5 10453 BRAILLE_PATTERN_DOTS-13578 ⣕
0x28D6 10454 BRAILLE_PATTERN_DOTS-23578 ⣖
0x28D7 10455 BRAILLE_PATTERN_DOTS-123578 ⣗
0x28D8 10456 BRAILLE_PATTERN_DOTS-4578 ⣘
0x28D9 10457 BRAILLE_PATTERN_DOTS-14578 ⣙
0x28DA 10458 BRAILLE_PATTERN_DOTS-24578 ⣚
0x28DB 10459 BRAILLE_PATTERN_DOTS-124578 ⣛
0x28DC 10460 BRAILLE_PATTERN_DOTS-34578 ⣜
0x28DD 10461 BRAILLE_PATTERN_DOTS-134578 ⣝
0x28DE 10462 BRAILLE_PATTERN_DOTS-234578 ⣞
0x28DF 10463 BRAILLE_PATTERN_DOTS-1234578 ⣟
0x28E0 10464 BRAILLE_PATTERN_DOTS-678 ⣠
0x28E1 10465 BRAILLE_PATTERN_DOTS-1678 ⣡
0x28E2 10466 BRAILLE_PATTERN_DOTS-2678 ⣢
0x28E3 10467 BRAILLE_PATTERN_DOTS-12678 ⣣
0x28E4 10468 BRAILLE_PATTERN_DOTS-3678 ⣤
0x28E5 10469 BRAILLE_PATTERN_DOTS-13678 ⣥
0x28E6 10470 BRAILLE_PATTERN_DOTS-23678 ⣦
0x28E7 10471 BRAILLE_PATTERN_DOTS-123678 ⣧
0x28E8 10472 BRAILLE_PATTERN_DOTS-4678 ⣨
0x28E9 10473 BRAILLE_PATTERN_DOTS-14678 ⣩
0x28EA 10474 BRAILLE_PATTERN_DOTS-24678 ⣪
0x28EB 10475 BRAILLE_PATTERN_DOTS-124678 ⣫
0x28EC 10476 BRAILLE_PATTERN_DOTS-34678 ⣬
0x28ED 10477 BRAILLE_PATTERN_DOTS-134678 ⣭
0x28EE 10478 BRAILLE_PATTERN_DOTS-234678 ⣮
0x28EF 10479 BRAILLE_PATTERN_DOTS-1234678 ⣯
0x28F0 10480 BRAILLE_PATTERN_DOTS-5678 ⣰
0x28F1 10481 BRAILLE_PATTERN_DOTS-15678 ⣱
0x28F2 10482 BRAILLE_PATTERN_DOTS-25678 ⣲
0x28F3 10483 BRAILLE_PATTERN_DOTS-125678 ⣳
0x28F4 10484 BRAILLE_PATTERN_DOTS-35678 ⣴
0x28F5 10485 BRAILLE_PATTERN_DOTS-135678 ⣵
0x28F6 10486 BRAILLE_PATTERN_DOTS-235678 ⣶
0x28F7 10487 BRAILLE_PATTERN_DOTS-1235678 ⣷
0x28F8 10488 BRAILLE_PATTERN_DOTS-45678 ⣸
0x28F9 10489 BRAILLE_PATTERN_DOTS-145678 ⣹
0x28FA 10490 BRAILLE_PATTERN_DOTS-245678 ⣺
0x28FB 10491 BRAILLE_PATTERN_DOTS-1245678 ⣻
0x28FC 10492 BRAILLE_PATTERN_DOTS-345678 ⣼
0x28FD 10493 BRAILLE_PATTERN_DOTS-1345678 ⣽
0x28FE 10494 BRAILLE_PATTERN_DOTS-2345678 ⣾
0x28FF 10495 BRAILLE_PATTERN_DOTS-12345678 ⣿
0x2E80 11904 CJK_RADICAL_REPEAT ⺀
0x2E81 11905 CJK_RADICAL_CLIFF ⺁
0x2E82 11906 CJK_RADICAL_SECOND_ONE ⺂
0x2E83 11907 CJK_RADICAL_SECOND_TWO ⺃
0x2E84 11908 CJK_RADICAL_SECOND_THREE ⺄
0x2E85 11909 CJK_RADICAL_PERSON ⺅
0x2E86 11910 CJK_RADICAL_BOX ⺆
0x2E87 11911 CJK_RADICAL_TABLE ⺇
0x2E88 11912 CJK_RADICAL_KNIFE_ONE ⺈
0x2E89 11913 CJK_RADICAL_KNIFE_TWO ⺉
0x2E8A 11914 CJK_RADICAL_DIVINATION ⺊
0x2E8B 11915 CJK_RADICAL_SEAL ⺋
0x2E8C 11916 CJK_RADICAL_SMALL_ONE ⺌
0x2E8D 11917 CJK_RADICAL_SMALL_TWO ⺍
0x2E8E 11918 CJK_RADICAL_LAME_ONE ⺎
0x2E8F 11919 CJK_RADICAL_LAME_TWO ⺏
0x2E90 11920 CJK_RADICAL_LAME_THREE ⺐
